id,title,text,unknownEntities
,,外资银行也开始跟进。渣打银行（中国）有限公司19日向记者证实，,渣打银行（中国）有限公司;
,,汉堡vs门兴几场超低主胜赔的比赛，看好主胜不用多说，斯托克vs切尔西一场，客胜盈亏指数也在-,汉堡;
,,昨天，小朱的代理人拿出一张银行的信用卡宣传页表示，里面提到民生信用卡免首年年费，,民生;
,,在此希望路大大能尽快找回自己的巅峰状态，war3需要你，UD需要你。,UD;
,,澳彩给出主让半球1.87水的亚盘，上盘水位不错。客队前两场拿到6分，出线几成定局，布鲁日则急需3分。,布鲁日;澳彩;
,,上次联盟杯赢球后，乌迪内在联赛遭遇4连败，球队遇到一定困难，但本场比赛，他们只要拿到1分，,联盟杯;
,,2007年成立星际争霸分队与合作DotA队伍，沙俊春(WE.PJ)淘汰韩国星际联赛“,韩国星际联赛;
,,熬开了锅。反观改朝换代的米拉迈克斯：从《亨德逊夫人的歌剧院》到《女王》，再到“《老无所依》＋《,米拉迈克斯;
,,因斯的球队已经有整整两个月没有在联赛中获胜了。利物浦则有两个麻烦，一个是在周一与西汉姆的比赛前，,利物浦;
,,这有可能使他们把本赛季的工作重心完全转移到欧冠赛场。在与曼城一战结束后仅3天，,欧冠;
,,包含交行），华夏银行、民生银行、兴业银行、广发银行、深发展、恒丰银行、浙商银行等7家银行均为负增长，,交行;
,,曜越太阳神跑跑战队在新选手Crius的加入后，实力果然令众人惊艳！,曜越太阳神跑跑战队;
,,Gazillion携手好莱坞推网游挑战魔兽,好莱坞;Gazillion;
,,问：CAPCOM在《生化危机》电影化上取得了成功，但《街霸》系列的两部电影《街霸：,CAPCOM;
,,姜山：对于热那亚本赛季在实力上有所提升，我是同意的，但比较担心的是他们客场的能力，,热那亚;
,,无限信用卡客户月卡均消费额是招行发行的其他信用卡平均水平的近50倍；,招行;
,,昨日经知情人士透露，兴业银行欲收购甘肃信托，目前双方正在磋商之中。,兴业银行;
,,0比勒菲尔德和布莱克本1-2桑德兰的命中率都低于20%上，英德足彩开出2注500万头奖也就不足为怪，,比勒菲尔德;
,,在大规模公映的2008年作品中仅次于93分的《机器人瓦力》，高居第二；yahoo方面为a-；,yahoo;
,,工行之前在除深圳外的广东省其他地区已提高了atm机跨行取款费用。,工行;
,,由Relic开发的二战即时战略游戏《英雄连》第二款资料片《英雄连：勇气传说》（,Relic;
,,陆慧明初盘解读：枪手主场不稳多特蒙德低水防冷,枪手;
,,建行新发卡申请表将按银监会要求进一步加强提示，加大客户告知力度。,建行;
,,下面来看看BBFC给出的评级报告：,BBFC;
,,认为客队拿分有一定难度。bwin调整后的相近赔率下，意甲主队6胜1负，其中06/07赛季，,意甲;bwin;
,,吴江林是重庆本土it龙头企业中讯集团的老总，市工商联副主席，他自己就遇到过“差钱”的窘迫，“,中讯集团;
,,由育碧上海研发的汤姆克兰西系列作品《EndWar》(终结战争),育碧上海;
,,以及外国部队方队。代表海军参加阅兵的是乌沙科夫海军学院方队和波罗的海舰队海军陆战营方队，,乌沙科夫海军学院;
,,工行深圳分行芯片卡发卡量接近30万张，启用率高达75%，这大大高于深圳地区磁条信用卡低于50%,工行深圳分行;
,,本报北京10月9日讯记者宋焱报道今天，记者从中国银联获悉，根据银联发布的最新数据显示，,中国银联;
,,在安徽，农行主攻交通行业，并将于“十一五”期间提供不低于170亿元的信用额度；在未来三至五年内，,农行;
,,记者从某国有银行广州分行得到的一份调研报告显示，自去年以来，广州地区信用卡套现形成坏账持续增加。,某国有银行广州分行;
,,不少银行推出针对特殊客户群体的信用卡也能全额取现，如交通银行y－power信用卡、,交通银行;
,,星展银行否认与雷曼迷债客户和解,星展银行;
,,1.健康稳定有序的艺术交流平台。索维娅国际艺术村关注艺术家更多的是一种潜在的能力，,索维娅国际艺术村;
,,Ncsoft也凭借《天堂II》，上半年创下7500万美元的出口额，比去年增长了10%.,Ncsoft;
,,"提传统空乘服出的建议改良版空乘传统空乘服中国空乘人员制服演变史50年代:中国民航,",中国民航;
,,依然能客场逼和拉齐奥、乌迪内斯和国米等豪强，热那亚的客场能力并不像大家想象的那样差，,拉齐奥;
,,今晚和橘子熊的关键一战，SF特种部队还是无法摆脱近来的低潮，以7：4败下阵来，,橘子熊;
,,游戏开发商贝塞斯达在《辐射3》发售时，就鼓励玩家通过自己的想法对《辐射3》进行MOD，,贝塞斯达;
,,替代了受伤的罗基与助攻能力很强的潘德夫组成又一对最高效组合，拉齐奥也以进10球的成绩高居入球榜首位。,拉齐奥;
,,德银行被抨最蠢银行3亿欧元白送雷曼兄弟,德银行;
,,有的银行已经不甘于此。记者从交通银行太平洋信用卡中心获悉，该行在信用卡消费上首次打出了“返还现金”,交通银行太平洋信用卡中心;
,,暴雪在中国随便弄点小伎俩就能让国人狗咬狗（九城的《魔兽世界》代理之争），,暴雪;
,,切尔西在主场保持对纽卡12胜4平，本赛季纽卡主强客弱特点十分明显，截止目前所有客场比赛全都不胜。,切尔西;
,,该产品是兴业银行面向对证券市场有一定了解，,兴业银行;
,,当日18时许，张捷下班后在单位旁边的一家电话超市打电话到饶埠乡一家彩票投注站订彩票（,彩票投注站;
,,对阵双方已不单是以施瓦辛格为首的加州政府和以ESA为代表的美国游戏产业。除了微软、,微软;
,,这项研究成果发布在最新一期英国生物医学中心出版社出版的医学期刊《呼吸研究》上。（新华社专电）,英国生物医学中心出版社;
,,赫特潟湖也是澳大利亚最大的藻类农场，科宁公司cogniscompany,科宁公司;
,,匡时秋拍总成交额15.6亿元，西泠印社以10.8亿元收官。,西泠印社;匡时;
,,德国主战俄罗斯，半球盘有些偏浅，让球能力稍显不足。从赔率看，bwin主胜赔从最初的1.60升至1.,德国;bwin;
,,中新网2月4日电据外电报道，德国达姆施塔特市消防部门发言人称，,中新网;
,,一旦持卡人的平安银行保险信用卡遭他人盗用，无论是仅凭签名确认交易的刷卡消费，,平安银行;
,,澳彩初盘为客让半球，临场维持该盘口可能大，相同开盘下，英超客队6胜4平。威廉同赔率下，,英超;威廉;
,,据知情人透露，此次事件中，“上海经贸学院”曾与管委会接洽学生入住学生宿舍事宜，,上海经贸学院;
,,而bet365等公司并未否定主胜的可能。不过威廉希尔主胜赔率4.75，其下凯利1.00，,bet365;
,,金石开：从最近两个赛季乌迪与国米对阵的表现看，该队的战术思想非常明确，就是全面死守，,乌迪;
,,bet365等都早早抬高主胜赔，而压低平赔或客胜赔，胜利天平偏向客队一方。,bet365;
,,美政府救花旗注资200亿美元担保巨额不良资产,花旗;
,,都不得走中国银联的清算通道，否则visa将重罚收单银行，第一次将罚款5万美元。如果收单银行再犯，,中国银联;
,,贝尔格莱德游击队vs标准列日队两队在欧洲三大杯历史上没有交锋战绩。,贝尔格莱德游击队;
,,最终橘子熊在特种部队项目以7：2，跑跑卡丁车项目以7：1痛击曜越太阳神，,橘子熊;
,,凯奕投资咨询管理有限公司市场部人士告诉记者，一名温州投资客购买一套虹口区的物业，因是第二套房贷，,凯奕投资咨询管理有限公司;
,,中国人民银行有关负责人近日表示，要加快制定“放贷人条例”，明确非吸收存款类放贷人主体的法律地位。,中国人民银行;
,,普通信用卡有着透支上限，而高端信用卡的透支数额则巨大。以民生银行钻石卡为例，可以透支300万元。,民生银行;
,,作品完成后曾于英国皇家艺术学院展示，之后被透纳的友人休•芒罗（hughmunro）收藏。,英国皇家艺术学院;
,,《圣域2》开发商Ascaron申请破产保护,Ascaron;
,,随后，记者将情况反映给了省收藏协会副会长、邮币卡收藏家卢伯雄。他表示，林湘元所谓的“红钞票”,省收藏协会;
,,ws包英雄联盟赛事发个友善的弹幕见证当下简介评论47大司马工作室33.6万粉丝关注大司马录播10.,大司马工作室;
,,澳彩亚盘给出客让平半1.94水，排名领先8位的多特蒙德让球过浅，前景不妙。,多特蒙德;
,,中国石油大学工商管理学院教授董秀成指出，国内油价如进一步上涨对很多下游产业都会带来深远影响，,中国石油大学工商管理学院;
,,据析Sky携WE全队本次的代言费高达近7位数。值得一提的是《阿凡龙》,Sky;
,,博尔顿有乱中破门的可能。何况上轮受了裁判的冤枉，这次说不定能得到些“恩惠”。,博尔顿;
,,此数据换算成亚洲盘国米客场平手中低水。而现在博彩公司开出的实际盘口形势为国米客场平手180低水，,国米;博彩公司;
,,据记者了解，在4月初绿城集团公布的季报显示，绿城中国45个在售项目的合同销售金额仅为人民币25.,绿城集团;
,,一家外资法人银行上海支行行长认为：“外资行存贷款双降反应的是上海市外资行的整体情况。”他进一步表示，,外资法人银行上海支行;
,,巴黎圣日耳曼vs桑坦德竞技、奥林匹亚科斯vs本菲卡、贝尔格莱德游击vs标准列日，上述的四场比赛，,巴黎圣日耳曼;
,,澳彩盘面为客让半球2.06水，上盘水位偏高。国际米兰近年对拉齐奥保持很高的胜率，且对手近期状态不佳，,国际米兰;
,,在投资于某两家基金公司发行的基金的渣打银行客户中，只有stone,渣打银行;
,,金石开：我认为比较主要的原因是英德球队，特别是中下游球队也云集了不少国家的国脚，,英德球队;
,,普益财富有关专家表示，新发行的产品主要以相关企业担保为主，,普益财富;
,,拜仁目前在联赛中顺风顺水，目标直指半程冠军，在本小组中，拜仁8分也占据十分有利的地位。,拜仁;
,,姜山：不过国际米兰的对手乌迪本轮同样有欧战任务，而且他们是远征莫斯科，又比国米少两天休整的时间，,国际米兰;
,,只要里昂不输给佛罗伦萨，本场比赛的结果就不会影响拜仁顺利出线。目前德甲冠军的状态有所回升，,里昂;
,,Treyarch工作室负责人MarkLamia在接受《Edge》杂志采访时称：,Treyarch工作室;
,,借记卡种类最多的为东亚银行借记卡，有东亚紫荆卡、东亚显卓理财金卡和白金卡、港华尊尚卡、利安联名卡。,东亚银行;
,,Q：说道星际2，最近最大的事情莫过于暴雪邀请媒体与选手参与《虫群之心》的试玩，,暴雪;
,,纳尔尼亚传奇2：凯斯宾王子》的本土发行失利而寝食难安的迪斯尼方面长出一口气。被视为其竞争对手的、,迪斯尼;
,,因索维娅国际艺术村为国际交流计划，我们将对艺术村空间、设施等资源实行酒店式管理调配，,索维娅国际艺术村;
,,交银国际控股有限公司的研究报告认为，当前银行面对宏观经济的不确定性都尽量优先争抢优质项目和客户资源，,交银国际控股有限公司;
